Place,Course ID,Place ID
"Dogwood Hills Golf Club, Flat Rock, AL",84,ChIJpzlOUvnJYYgRDRjC0SlYy-Q
"Blackberry Trail Golf Course, Florence, AL",85,ChIJl8PdthI2fYgRTWz0zMQqOmY
"Glenlakes Golf Club - Lakes Course, Foley, AL",86,ChIJT45V4iEPmogRA3BX8QF_kuA
"Glenlakes Golf Club - Vista/Dunes Course, Foley, AL",87,ChIJT45V4iEPmogRA3BX8QF_kuA
"Gulf Links Golf Center, Foley, AL",88,ChIJK2UYys4PmogRrXIPZGQrA4A
"Magnolia Springs Golf, Foley, AL",89,ChIJddb73i8RmogRvdhtEln-uQ4
"Desoto Country Club, Fort Payne, AL",90,ChIJZ4fawnHWYYgR2QEJqsQGwz4
"Terrapin Hills Country Club, Fort Payne, AL",91,ChIJT_fDO6bWYYgRNBfQQ2cfWso
"Blue/Red at Silver Wings Golf Course, Fort Rucker, AL",92,ChIJKeRCs9lkkogRmjtKw1Chlr8
"Red/White at Silver Wings Golf Course, Fort Rucker, AL",93,ChIJKeRCs9lkkogRmjtKw1Chlr8
"White/Blue at Silver Wings Golf Course, Fort Rucker, AL",94,ChIJKeRCs9lkkogRmjtKw1Chlr8
"Gadsden Country Club, Gadsden, AL",95,ChIJP0UobGA5iogRdMirrY3l-PY
"Twin Bridges Golf Club, Gadsden, AL",96,ChIJ1UUqFOg-iogRXNIk4H-_7D0
"Castle Pines Country Club, Gardendale, AL",97,ChIJzVPpicQFiYgRuLB5F9GOXa8
"River Oaks Golf Course, Geneva, AL",98,ChIJrfqvHxFGkogRSCZ9cbT8vFs
"Backbreaker/Mindbreaker at Silver Lakes, Glencoe, AL",99,ChIJlcUJmSJIiogR-f7lD44AhP8
"Heartbreaker/Backbreaker at Silver Lakes, Glencoe, AL",100,ChIJlcUJmSJIiogR-f7lD44AhP8
"Links at Briarmeade, Glencoe, AL",101,ChIJqXUjcIw4iogRgudLBbrqYeU
"Mindbreaker/Heartbreaker at Silver Lakes, Glencoe, AL",102,ChIJlcUJmSJIiogR-f7lD44AhP8
"Short at Silver Lakes, Glencoe, AL",103,ChIJn455mSJIiogRTS2W9tgjqYA
"Hatchett Creek Golf Club, Goodwater, AL",104,ChIJnT185S74i4gRhb6eOqbyRww
"Blue/Red at Mountain View Golf Course, Graysville, AL",105,ChIJz6EW5Kz9iIgR7qUsq-ByLbE
"Red/White at Mountain View Golf Course, Graysville, AL",106,ChIJz6EW5Kz9iIgR7qUsq-ByLbE
"White/Blue at Mountain View Golf Course, Graysville, AL",107,ChIJz6EW5Kz9iIgR7qUsq-ByLbE
"Lakeview Country Club, Greensboro, AL",108,ChIJ7f-fdojzhYgRsBkyvTmt3v0
"Canyon/Loblolly at Cambrian Ridge, Greenville, AL",109,ChIJq-bGOBo5jogReoML6qtsy1Q
"Greenville Country Club, Greenville, AL",110,ChIJHw2WUjs8jogR_at8sCkTFdc
"Loblolly/Sherling at Cambrian Ridge, Greenville, AL",111,ChIJq-bGOBo5jogReoML6qtsy1Q
"Sherling/Canyon at Cambrian Ridge, Greenville, AL",112,ChIJq-bGOBo5jogReoML6qtsy1Q
"Short at Cambrian Ridge, Greenville, AL",113,ChIJq-bGOBo5jogReoML6qtsy1Q
"Pikeville Country Club, Guin, AL",114,ChIJtz20Pnm7h4gRuyZRUx23D_s
"Eagle's Nest Golf Course at Lake Guntersville State Park, Guntersville, AL",115,ChIJwcaKCJ7_iYgRxP8XwsX89Bo
"Gunter's Landing Golf Club, Guntersville, AL",116,ChIJQ8cDgmL_iYgRXi4H2l4Dlbs
"Stoney Mountain Golf Club, Guntersville, AL",117,ChIJfXFM6pv8iYgR96qj24fa6jM
"Haleyville Country Club, Haleyville, AL",118,ChIJSd93F2njh4gRRGemtCBpUnI
"Cross Creek Golf Course, Hanceville, AL",119,ChIJmWiU3Pm1iYgRLpwzrmC-POA
"QC Golf & RV, Hartselle, AL",120,ChIJj01Jw4bUiYgRsKQfurHdt6E
"Plantation Golf Club, Hayden, AL",121,ChIJ7RVAIm-YiYgRNfqW7FIeK78
"Headland Country Club, Headland, AL",122,ChIJ70dk4U29kogRot_YR_flv7A
"Silver Ridge Golf Club, Horton, AL",123,N/A
"Silver King Golf Club, Irvington, AL",124,ChIJDZGKM8DLm4gR64Z_mzg7uC4
"Jackson Links Golf Course, Jackson, AL",125,ChIJ-bVXhpvJmogRhrXc0OyU2yc
"Lakewinds Golf Course, Jacksons Gap, AL",126,ChIJY8CNcbdzjIgRJRE05GSAlhg
"Musgrove Country Club, Jasper, AL",127,ChIJlbErsGdmiIgRpGX8Uj89Kr8
"Turtle Point Yacht & Country Club, Killen, AL",128,ChIJRzOj4U81fYgRYyzo7N47MOc
"Lakeview Country Club, Lake View, AL",129,ChIJh2e784LGiIgRsagvLSq8Ty4
"Point University Golf Club, Lanett, AL",130,ChIJa-0xi7ujjIgR814FNbYq-Lg
"Linden Country Club, Linden, AL",131,ChIJoUOeuWJ2hYgR_qba0hhJ75E
"Livingston Country Club, Livingston, AL",132,ChIJIbXhmoVMhIgRoF4fvqvIYRE
"Steelwood, Loxley, AL",133,ChIJL1iceWVlmogR--iv_R7FMvc
"Crenshaw County Recreational Club, Luverne, AL",134,ChIJW3PB9T4HjogR0c23ujvPIw8
"Marion Military Institute Golf Course, Marion, AL",135,ChIJKcmmoWtpj4gRyRYC-KJellM
"East at Cypress Tree Golf Course, Maxwell AFB, AL",136,ChIJ3YARaKCGjogRffcTtfGg8tk
"West at Cypress Tree Golf Course, Maxwell AFB, AL",137,ChIJ3YARaKCGjogRffcTtfGg8tk
"Lil'Mole Run Golf Course, Mentone, AL",138,ChIJGVJos2ktYIgR6gbiZjPWKw0
"Saddle Rock Golf Course, Mentone, AL",139,ChIJfZ8doDXTYYgRlZUOheV3ODw
"Colonial Golf Course, Meridianville, AL",140,ChIJyekRGo5AYogRIaui2IFXLpc
"Fox Run Golf Course, Meridianville, AL",141,ChIJ4zQo-R8_YogRPh1u8HxU0cg
"Pines Golf Course, Millbrook, AL",142,ChIJwxqPBAObjogRVH6ZDeiwDCY
"Vanity Fair Golf & Tennis Club, Monroeville, AL",143,ChIJV301OX0ckIgRfvpICkxUnRs
"Montevallo Golf Club, Montevallo, AL",144,ChIJs3ZHRWoqiYgRDFOLjzq-SjU
"Green Briar Golf Course, Morris, AL",145,ChIJ70T3pNmpiYgRhwTr2wB3FtU
"Deer Run Golf Course, Moulton, AL",146,ChIJizWE01WnYogREl3cPz59ih0
"Cypress Lakes Golf & Country Club, Muscle Shoals, AL",147,ChIJW-WP0sFOfYgRhK9yEW1peFw
"The Shoals Golf Club - Fighting Joe Course, Muscle Shoals, AL",148,ChIJnx4PPEq1YogR50WVE-VBAt0
"The Shoals Golf Club - Schoolmaster Course, Muscle Shoals, AL",149,ChIJnx4PPEq1YogR50WVE-VBAt0
"Hidden Meadows Golf Course, Northport, AL",150,ChIJc1mk5pcbhogR8pcfX1nTZ48
"Heritage Golf Course, Oneonta, AL",151,ChIJ_SP4PgKRiYgRWNSJptHkIgM
"Limestone Springs Golf Club, Oneonta, AL",152,ChIJ7RVAIm-YiYgRNfqW7FIeK78
"Whispering Pines Golf Course, Oneonta, AL",153,N/A
"Saugahatchee Country Club, Opelika, AL",154,ChIJjRi0IHPtjIgRGHqMdErM5zg
"The Lake at Grand National Golf Course, Opelika, AL",155,ChIJmVHzrIiSjIgRY3MUJQRKDGc
"The Links at Grand National Golf Course, Opelika, AL",156,ChIJkYSs4HiSjIgRTWnZj5hw-hw
"The Short at Grand National Golf Course, Opelika, AL",157,ChIJkYSs4HiSjIgRTWnZj5hw-hw
"Opp Country Club, Opp, AL",158,ChIJqUxQnLj1kYgRaN9YMOpbJJo
"Orange Beach Golf Center, Orange Beach, AL",159,ChIJpdcZNm4GmogRTiYYLABxDtE
"Highlands at Hampton Cove Golf Course, Owens Cross Roads, AL",160,ChIJrzvBmbURYogRt2iBjiJyJbQ
"River at Hampton Cove Golf Course, Owens Cross Roads, AL",161,ChIJrzvBmbURYogRt2iBjiJyJbQ
"Short at Hampton Cove Golf Course, Owens Cross Roads, AL",162,ChIJrzvBmbURYogRt2iBjiJyJbQ
"Cider Ridge Golf Club, Oxford, AL",163,ChIJexd9LEiui4gR0xG4B2PiLZI
"Fox Ridge Golf Course, Ozark, AL",164,ChIJw-XOAw5-kogR9n5QUdcAHgc
"Ballantrae Golf Club, Pelham, AL",165,ChIJ7awo-CgliYgRyC4TL51yMjg
"Oaks Golf Club at Oak Mountain State Park, Pelham, AL",166,ChIJz93GX08jiYgRITpg5BjFgLc
"Pell City Country Club, Pell City, AL",167,ChIJreRQTf_Xi4gRfyupYet04Qo
"Lakewood Golf Course, Phenix City, AL",168,ChIJxxga9ZjOjIgRx9hksAIM2fU
"Cumberland Lake Golf Course, Pinson, AL",169,ChIJTXC6AkmniYgR1k5zMJZt8xg
"Azalea at Marriott's Grand Hotel & Lakewood Golf Club, Point Clear, AL",170,ChIJd66HOz8_mogRZSKs28ZoJcw
"Dogwood at Marriott's Grand Hotel & Lakewood Golf Club, Point Clear, AL",171,ChIJd66HOz8_mogRZSKs28ZoJcw
"Capitol Hill Golf Club - Judge Course, Prattville, AL",172,ChIJ80qbN3CFjogR3RlHYBv_PNU
"Capitol Hill Golf Club - Legislator Course, Prattville, AL",173,ChIJ80qbN3CFjogR3RlHYBv_PNU
"Capitol Hill Golf Club - Senator Course, Prattville, AL",174,ChIJ80qbN3CFjogR3RlHYBv_PNU
"Prattville Country Club, Prattville, AL",175,ChIJmZM1wAOPjogRh7uAOK8iayo
"Rainsville Golf & Country Club, Rainsville, AL",176,ChIJb5EyGFbYYYgR9xXJAN2n3R0
"Redmont Country Club, Red Bay, AL",177,ChIJeWFRCUaAh4gRjSiZA6tARB8
"The Links at Redstone - Patriot Course, Huntsville, AL",178,ChIJs7tsf5puYogRTmqTJofI9PE
"The Links at Redstone - Warrior Course, Huntsville, AL",179,ChIJs7tsf5puYogRTmqTJofI9PE
"Knolls Country Club, Reform, AL",180,ChIJJxZ6rvlohogRSeBFe4v_cmc
"Roanoke Country Club, Roanoke, AL",181,ChIJU2oEb7Jli4gRGAzb1BfUKxE
"The General Golf Course at Joe Wheeler State Park, Rogersville, AL",182,ChIJuxKiveq4YogRcrBRPmoijls
"Twin Pines Country Club, Russellville, AL",183,ChIJFVZYuWdYfYgRtI1KNUMZp4g
"Broken Arrow Golf Course, Scottsboro, AL",184,ChIJ8QCBPufuYYgRXg7MJfnSOnw
"Goose Pond Colony Resort - Lake Course, Scottsboro, AL",185,ChIJx-3TIiXlYYgRLSBh9Z_OqOc
"Goose Pond Colony Resort - Plantation Course, Scottsboro, AL",186,ChIJX2Lz_yXlYYgRvisgbcVU4hI
"Scottsboro Golf & Country Club, Scottsboro, AL",187,ChIJD67UZ3HvYYgR4Qtc6T09Vh4
"Craig Golf Course, Selma, AL",188,ChIJ15eyaCkHj4gRMzMOJw7jK0Q
"Selma Country Club, Selma, AL",189,ChIJSQxhAXUGj4gRdmSzvS7JZ_E
"Oak Hill Country Club, Sulligent, AL",190,ChIJ8yMoxqKrh4gR-y_4ZlmQAmw
"FarmLinks at Pursell Farms, Sylacauga, AL",191,ChIJeyapxN9NiYgRdCRgPEhctuc
"Sylacauga Country Club, Sylacauga, AL",192,ChIJQxRDgbnii4gRQdlhlqlYPxI
"Talladega Municipal Golf, Talladega, AL",193,ChIJM7t3Lmfbi4gRn_pcJf64PL4
"Timber Ridge Golf Club, Talladega, AL",194,ChIJXbsCPqDDi4gRCvGC9prLi2w
"Meadowlake Golf Course, Theodore, AL",195,ChIJfYhQcyO0m4gRJK-qNDtsDmQ
"Pineview Country Club, Thomasville, AL",196,ChIJ1ypTIYdDhYgRcMfSt_O2EUE
"Trojan Oaks Golf Course, Troy, AL",197,N/A
"Troy Country Club, Troy, AL",198,ChIJh3MewwntjYgRsDypQfKFL-Y
"Trussville Country Club, Trussville, AL",199,ChIJh4N72OhyiYgR--NjRZwWhf0
"Indian Hills Country Club, Tuscaloosa, AL",200,ChIJG-pHDqwChogRUaoqtMTakac
"Northriver Yacht Club, Tuscaloosa, AL",201,ChIJ54x_EOKmiIgRvTrc306S_mk
"Ol' Colony Golf Complex, Tuscaloosa, AL",202,ChIJGzQwuIuniIgRNs0Wtwk-bJY
"Tall Pines Golf Course, Tuscaloosa, AL",203,ChIJkUoAz0-piIgRDx4P37FWBvM
"The Links At Tuscaloosa, Tuscaloosa, AL",204,ChIJe96Gf-awiIgRSlanSVpfH1U
"Spring Creek Golf Course, Tuscumbia, AL",205,ChIJHwd834hFfYgRkDooyrXauQ0
"Tennessee Valley Country Club, Tuscumbia, AL",206,ChIJfaH-i4hFfYgRIlJeGKH3pOE
"Cherokee Ridge Country Club, Union Grove, AL",207,ChIJnRWep2bgiYgRBaXATPcpNKc
"Union Springs Country Club, Union Springs, AL",208,ChIJG7hNlIqvjYgRHkS5Wsns1oQ
"Rolling Hills Golf Course, Valley, AL",209,ChIJO3UgPYDUjYgR0H7S7lmejEY
"Valley Grande Golf Course, Valley Grande, AL",210,ChIJq5R6lTEOj4gRJ0eMsNavqms
"Old Overton Club, Vestavia Hills, AL",211,ChIJHZitoEkRiYgRf-mxwV44oKI
"Emerald Mountain Golf Club, Wetumpka, AL",212,ChIJzbLj6MQvjIgRGjC5u3tFoPY
"Quail Walk Golf Course, Wetumpka, AL",213,ChIJu0C6KCwnjIgRvEdqxYxyqIQ
"Sumter Country Club, York, AL",214,ChIJPU4puEJQhIgRGPkGi5yBSW4
"Fireweed Meadows Golf Course, Anchor Point, AK",215,ChIJFR5QOs9KwVYRXyKqilW4NFs
"Moose Run Golf Course - Creek Course, Fort Richardson, AK",216,ChIJ9xOJtUaUyFYRjvfg28zXGfg
"Moose Run Golf Course - Hill Course, Fort Richardson, AK",217,ChIJ9xOJtUaUyFYRjvfg28zXGfg
"Chena Bend Golf Course, Fort Wainwright, AK",218,ChIJC_M9NpZPMlERKzPtshXZIEs
"Mount Fairweather Golf Course, Gustavus, AK",219,ChIJ6ffW132YAVQRIE3r4Hqf4WE
"Valley of the Eagles Golf Links, Haines, AK",220,ChIJyT-D9fqXqlYRSiSstEH-lzk
"Weeping Trout Sports Resort, Haines, AK",221,N/A
"Black Diamond Golf Course, Healy, AK",222,ChIJJ-neqcYlzVYRyyjeWzTcoh0
"Homer Golf Course, Homer, AK",223,ChIJhdSaFCbTxlYRRtd3dtC8OBU
"Kenai Golf Course, Kenai, AK",224,ChIJOak17VJ7xlYRWYg_mptF6dA
"Bear Valley Golf Course, Kodiak, AK",225,ChIJOQaTcUrD6lYRz7QGf0AesDA
"Cottonwood Country Club, Nikiski, AK",226,N/A
"Fishhook Golf Course, Palmer, AK",227,ChIJaV_WYnAeyVYRUPDpiaQN0mo
"Palmer Golf Course, Palmer, AK",228,ChIJJTYchIgdyVYRrsv-dBpNzS4
"Sea Mountain Golf Course, Sitka, AK",229,ChIJefZN0glmBFQR5jGLybJOVGQ
"Birch Ridge Golf Course, Soldotna, AK",230,ChIJ6UK2jjVhxlYRz-TL5nwqdSU
"Bird Homestead Golf Course, Soldotna, AK",231,ChIJvWJtLGJnxlYRxmhKNFe87yk
"Settlers Bay, Wasilla, AK",232,ChIJ_xqIXtPcyFYRLC8Itz_uZN0
"Sleepy Hollow Golf Course, Wasilla, AK",233,ChIJZdWtp38gyVYRXK3brTkwOwk
"Muskeg Meadows Golf Course, Wrangell, AK",234,ChIJx4RARjHKCFQRJJYp01uT-Qw
"Ajo Country Club, Ajo, AZ",235,ChIJhSqqii5a1YARbD389VL3cS4
"Alpine Country Club, Alpine, AZ",236,ChIJpQimVzhJJocRMwDEKoif3zQ
"Anthem Golf & Country Club - Ironwood Course, Anthem, AZ",237,ChIJT4cvhYBiK4cRHZq6VIVdiPc
"Anthem Golf & Country Club - Persimmon Course, Anthem, AZ",238,ChIJVzAx_oidLIcRZNI2w1azPwo
"Apache Creek Golf Club, Apache Junction, AZ",239,ChIJn9Nvn7C2K4cRJ7K6gRN0vQc
"Roadhaven Golf Course, Apache Junction, AZ",240,ChIJ4dTmZ-e2K4cRJrOptYWWO_Q
"Superstition Mountain Club - Lost Gold Course, Apache Junction, AZ",241,ChIJB_oNAPrJK4cRgGhLhDxbE8c
"Superstition Mountain Club - Prospector Course, Apache Junction, AZ",242,ChIJB_oNAPrJK4cRgGhLhDxbE8c
"Arizona City Club, Arizona City, AZ",243,ChIJ-_RcBfdvKocRbFU5EN6gosw
"Coldwater Golf Club, Avondale, AZ",244,ChIJrx8pgiY_K4cRVF_umK0HWp0
"Mesa View Golf Course, Bagdad, AZ",245,ChIJ6TTsZw7u0oARw9FNfuLBc2k
"Beaver Dam Lodge, Golf & RV Resort, Beaver Dam, AZ",246,ChIJaysMkh4yyoARHnGVAN23U_Y
"San Pedro Golf Course, Benson, AZ",247,ChIJxRJROPoC14YRelnJGNHakbo
"Turquoise Hills Family Golf Center, Benson, AZ",248,ChIJmX8eXdUC14YRAHDPu3GCqFk
"Copper Canyon Golf Club - Lake/Mountain Course, Buckeye, AZ",249,ChIJiz43vrGs1IAR4Cll8BNKpoo
"Copper Canyon Golf Club - Mountain/Vista Course, Buckeye, AZ",250,ChIJiz43vrGs1IAR4Cll8BNKpoo
"Copper Canyon Golf Club - Vista/Lake Course, Buckeye, AZ",251,ChIJiz43vrGs1IAR4Cll8BNKpoo
"Sundance Golf Club, Buckeye, AZ",252,ChIJm447VvY1K4cR2PcltbEvtO4
"Verrado Golf Club - Founders Course, Buckeye, AZ",253,ChIJ4W3tr31JK4cRTUtr0yBIK4s
"Verrado Golf Club - Victory Course, Buckeye, AZ",254,ChIJ4W3tr31JK4cRTUtr0yBIK4s
"Chaparral Country Club, Bullhead City, AZ",255,ChIJtxViiCZBzoAR4FWA9ur5DpE
"Laughlin Ranch Golf Club, Bullhead City, AZ",256,ChIJl9zJSKtDzoAR6NPVQs0FjUU
"Riverview RV Resort, Bullhead City, AZ",257,ChIJ08-8yXZBzoARjemUpkwl6hE
"Desert Forest Golf Club, Carefree, AZ",258,ChIJ14CT49Z-K4cR9fTVs2qDjeU
"North at Boulders Golf Club & Resort, Carefree, AZ",259,ChIJl2Zhujd5K4cREscz0rFF__s
"South at Boulders Golf Club & Resort, Carefree, AZ",260,ChIJl2Zhujd5K4cREscz0rFF__s
"Dave White Municipal Golf Course, Casa Grande, AZ",261,ChIJVy_UDBBeKocReLcigsSCv-g
"Francisco Grande Resort & Golf Club, Casa Grande, AZ",262,ChIJo-SAnI5gKocReFskSgIPCMc
"Mission Royale Golf Club, Casa Grande, AZ",263,ChIJlZwxgi1mKocRnZ_NQ8N7QUw
"Palm Creek Golf Club, Casa Grande, AZ",264,ChIJXW2rEwRdKocRMbF9prLLmc0
"Tierra Grande Country Club, Casa Grande, AZ",265,ChIJU6ofUldpKocRbiGZXkdEeAE
"Dove Valley Ranch Golf Club, Cave Creek, AZ",266,ChIJu3JVrZB7K4cRe0GgUp30k68
"Rancho Manana Golf Club, Cave Creek, AZ",267,ChIJafE2NiR8K4cRXhGMou0H0dg
"Tatum Ranch Golf Club, Cave Creek, AZ",268,ChIJV8-sGk16K4cRlTyi9YaMp0g
"Bear Creek Golf Complex - Bear Course, Chandler, AZ",269,ChIJ96YNv0dVKocRghTvc9tSdy4
