Address,Course ID
"Lakeview Country Club, Greensboro, AL",108
"Canyon/Loblolly at Cambrian Ridge, Greenville, AL",109
"Greenville Country Club, Greenville, AL",110
"Loblolly/Sherling at Cambrian Ridge, Greenville, AL",111
"Sherling/Canyon at Cambrian Ridge, Greenville, AL",112
"Short at Cambrian Ridge, Greenville, AL",113
"Pikeville Country Club, Guin, AL",114
"Eagle's Nest Golf Course at Lake Guntersville State Park, Guntersville, AL",115
"Gunter's Landing Golf Club, Guntersville, AL",116
"Stoney Mountain Golf Club, Guntersville, AL",117
"Haleyville Country Club, Haleyville, AL",118
"Cross Creek Golf Course, Hanceville, AL",119
"QC Golf & RV, Hartselle, AL",120
"Plantation Golf Club, Hayden, AL",121
"Headland Country Club, Headland, AL",122
"Silver Ridge Golf Club, Horton, AL",123
"Silver King Golf Club, Irvington, AL",124
"Jackson Links Golf Course, Jackson, AL",125
"Lakewinds Golf Course, Jacksons Gap, AL",126
"Musgrove Country Club, Jasper, AL",127
"Turtle Point Yacht & Country Club, Killen, AL",128
"Lakeview Country Club, Lake View, AL",129
"Point University Golf Club, Lanett, AL",130
"Linden Country Club, Linden, AL",131
"Livingston Country Club, Livingston, AL",132
"Steelwood, Loxley, AL",133
"Crenshaw County Recreational Club, Luverne, AL",134
"Marion Military Institute Golf Course, Marion, AL",135
"East at Cypress Tree Golf Course, Maxwell AFB, AL",136
"West at Cypress Tree Golf Course, Maxwell AFB, AL",137
"Lil'Mole Run Golf Course, Mentone, AL",138
"Saddle Rock Golf Course, Mentone, AL",139
"Colonial Golf Course, Meridianville, AL",140
"Fox Run Golf Course, Meridianville, AL",141
"Pines Golf Course, Millbrook, AL",142
"Vanity Fair Golf & Tennis Club, Monroeville, AL",143
"Montevallo Golf Club, Montevallo, AL",144
"Green Briar Golf Course, Morris, AL",145
"Deer Run Golf Course, Moulton, AL",146
"Cypress Lakes Golf & Country Club, Muscle Shoals, AL",147
"The Shoals Golf Club - Fighting Joe Course, Muscle Shoals, AL",148
"The Shoals Golf Club - Schoolmaster Course, Muscle Shoals, AL",149
"Hidden Meadows Golf Course, Northport, AL",150
"Heritage Golf Course, Oneonta, AL",151
"Limestone Springs Golf Club, Oneonta, AL",152
"Whispering Pines Golf Course, Oneonta, AL",153
"Saugahatchee Country Club, Opelika, AL",154
"The Lake at Grand National Golf Course, Opelika, AL",155
"The Links at Grand National Golf Course, Opelika, AL",156
"The Short at Grand National Golf Course, Opelika, AL",157
"Opp Country Club, Opp, AL",158
"Orange Beach Golf Center, Orange Beach, AL",159
"Highlands at Hampton Cove Golf Course, Owens Cross Roads, AL",160
"River at Hampton Cove Golf Course, Owens Cross Roads, AL",161
"Short at Hampton Cove Golf Course, Owens Cross Roads, AL",162
"Cider Ridge Golf Club, Oxford, AL",163
"Fox Ridge Golf Course, Ozark, AL",164
"Ballantrae Golf Club, Pelham, AL",165
"Oaks Golf Club at Oak Mountain State Park, Pelham, AL",166
"Pell City Country Club, Pell City, AL",167
"Lakewood Golf Course, Phenix City, AL",168
"Cumberland Lake Golf Course, Pinson, AL",169
"Azalea at Marriott's Grand Hotel & Lakewood Golf Club, Point Clear, AL",170
"Dogwood at Marriott's Grand Hotel & Lakewood Golf Club, Point Clear, AL",171
"Capitol Hill Golf Club - Judge Course, Prattville, AL",172
"Capitol Hill Golf Club - Legislator Course, Prattville, AL",173
"Capitol Hill Golf Club - Senator Course, Prattville, AL",174
"Prattville Country Club, Prattville, AL",175
"Rainsville Golf & Country Club, Rainsville, AL",176
"Redmont Country Club, Red Bay, AL",177
"The Links at Redstone - Patriot Course, Huntsville, AL",178
"The Links at Redstone - Warrior Course, Huntsville, AL",179
"Knolls Country Club, Reform, AL",180
"Roanoke Country Club, Roanoke, AL",181
"The General Golf Course at Joe Wheeler State Park, Rogersville, AL",182
"Twin Pines Country Club, Russellville, AL",183
"Broken Arrow Golf Course, Scottsboro, AL",184
"Goose Pond Colony Resort - Lake Course, Scottsboro, AL",185
"Goose Pond Colony Resort - Plantation Course, Scottsboro, AL",186
"Scottsboro Golf & Country Club, Scottsboro, AL",187
"Craig Golf Course, Selma, AL",188
"Selma Country Club, Selma, AL",189
"Oak Hill Country Club, Sulligent, AL",190
"FarmLinks at Pursell Farms, Sylacauga, AL",191
"Sylacauga Country Club, Sylacauga, AL",192
"Talladega Municipal Golf, Talladega, AL",193
"Timber Ridge Golf Club, Talladega, AL",194
"Meadowlake Golf Course, Theodore, AL",195
"Pineview Country Club, Thomasville, AL",196
"Trojan Oaks Golf Course, Troy, AL",197
"Troy Country Club, Troy, AL",198
"Trussville Country Club, Trussville, AL",199
"Indian Hills Country Club, Tuscaloosa, AL",200
"Northriver Yacht Club, Tuscaloosa, AL",201
"Ol' Colony Golf Complex, Tuscaloosa, AL",202
"Tall Pines Golf Course, Tuscaloosa, AL",203
"The Links At Tuscaloosa, Tuscaloosa, AL",204
"Spring Creek Golf Course, Tuscumbia, AL",205
"Tennessee Valley Country Club, Tuscumbia, AL",206
"Cherokee Ridge Country Club, Union Grove, AL",207
"Union Springs Country Club, Union Springs, AL",208
"Rolling Hills Golf Course, Valley, AL",209
"Valley Grande Golf Course, Valley Grande, AL",210
"Old Overton Club, Vestavia Hills, AL",211
"Emerald Mountain Golf Club, Wetumpka, AL",212
"Quail Walk Golf Course, Wetumpka, AL",213
"Sumter Country Club, York, AL",214
"Fireweed Meadows Golf Course, Anchor Point, AK",215
"Moose Run Golf Course - Creek Course, Fort Richardson, AK",216
"Moose Run Golf Course - Hill Course, Fort Richardson, AK",217
"Chena Bend Golf Course, Fort Wainwright, AK",218
"Mount Fairweather Golf Course, Gustavus, AK",219
"Valley of the Eagles Golf Links, Haines, AK",220
"Weeping Trout Sports Resort, Haines, AK",221
"Black Diamond Golf Course, Healy, AK",222
"Homer Golf Course, Homer, AK",223
"Kenai Golf Course, Kenai, AK",224
"Bear Valley Golf Course, Kodiak, AK",225
"Cottonwood Country Club, Nikiski, AK",226
"Fishhook Golf Course, Palmer, AK",227
"Palmer Golf Course, Palmer, AK",228
"Sea Mountain Golf Course, Sitka, AK",229
"Birch Ridge Golf Course, Soldotna, AK",230
"Bird Homestead Golf Course, Soldotna, AK",231
"Settlers Bay, Wasilla, AK",232
"Sleepy Hollow Golf Course, Wasilla, AK",233
"Muskeg Meadows Golf Course, Wrangell, AK",234
"Ajo Country Club, Ajo, AZ",235
"Alpine Country Club, Alpine, AZ",236
"Anthem Golf & Country Club - Ironwood Course, Anthem, AZ",237
"Anthem Golf & Country Club - Persimmon Course, Anthem, AZ",238
"Apache Creek Golf Club, Apache Junction, AZ",239
"Roadhaven Golf Course, Apache Junction, AZ",240
"Superstition Mountain Club - Lost Gold Course, Apache Junction, AZ",241
"Superstition Mountain Club - Prospector Course, Apache Junction, AZ",242
"Arizona City Club, Arizona City, AZ",243
"Coldwater Golf Club, Avondale, AZ",244
"Mesa View Golf Course, Bagdad, AZ",245
"Beaver Dam Lodge, Golf & RV Resort, Beaver Dam, AZ",246
"San Pedro Golf Course, Benson, AZ",247
"Turquoise Hills Family Golf Center, Benson, AZ",248
"Copper Canyon Golf Club - Lake/Mountain Course, Buckeye, AZ",249
"Copper Canyon Golf Club - Mountain/Vista Course, Buckeye, AZ",250
"Copper Canyon Golf Club - Vista/Lake Course, Buckeye, AZ",251
"Sundance Golf Club, Buckeye, AZ",252
"Verrado Golf Club - Founders Course, Buckeye, AZ",253
"Verrado Golf Club - Victory Course, Buckeye, AZ",254
"Chaparral Country Club, Bullhead City, AZ",255
"Laughlin Ranch Golf Club, Bullhead City, AZ",256
"Riverview RV Resort, Bullhead City, AZ",257
"Desert Forest Golf Club, Carefree, AZ",258
"North at Boulders Golf Club & Resort, Carefree, AZ",259
"South at Boulders Golf Club & Resort, Carefree, AZ",260
"Dave White Municipal Golf Course, Casa Grande, AZ",261
"Francisco Grande Resort & Golf Club, Casa Grande, AZ",262
"Mission Royale Golf Club, Casa Grande, AZ",263
"Palm Creek Golf Club, Casa Grande, AZ",264
"Tierra Grande Country Club, Casa Grande, AZ",265
"Dove Valley Ranch Golf Club, Cave Creek, AZ",266
"Rancho Manana Golf Club, Cave Creek, AZ",267
"Tatum Ranch Golf Club, Cave Creek, AZ",268
"Bear Creek Golf Complex - Bear Course, Chandler, AZ",269
"Bear Creek Golf Complex - Cub Course, Chandler, AZ",270
"Crowne Plaza San Marcos Golf Resort, Chandler, AZ",271
"Ironwood Country Club, Chandler, AZ",272
"Lone Tree Golf Club, Chandler, AZ",273
"Ocotillo Golf Club - Blue/White, Chandler, AZ",274
"Ocotillo Golf Club - Gold/Blue, Chandler, AZ",275
"Ocotillo Golf Club - White/Gold, Chandler, AZ",276
"Springfield Golf Resort, Chandler, AZ",277
"Sunbird Golf Resort, Chandler, AZ",278
"Whirlwind Golf Club - The Cattail Course, Chandler, AZ",279
"Whirlwind Golf Club - The Devil's Claw Course, Chandler, AZ",280
"Agave Highlands, Cornville, AZ",281
"Coyote Trails Golf Course, Cottonwood, AZ",282
"Prescott Country Club, Dewey, AZ",283
"Quailwood Greens Golf Course, Dewey, AZ",284
"City of Douglas Municipal Golf Course, Douglas, AZ",285
"Greenlee Country Club, Duncan, AZ",286
"Pueblo El Mirage Golf Club, El Mirage, AZ",287
"Robson Ranch Golf Club, Eloy, AZ",288
"Aspen Valley Golf Club, Flagstaff, AZ",289
"Canyon at Forest Highlands Golf Club, Flagstaff, AZ",290
"Continental Country Club, Flagstaff, AZ",291
"Flagstaff Ranch Golf Club, Flagstaff, AZ",292
"Meadow at Forest Highlands Golf Club, Flagstaff, AZ",293
"Pine Canyon Club, Flagstaff, AZ",294
"Timberline Short Nine, Flagstaff, AZ",295
"3 Parks Fairways, Florence, AZ",296
"Oasis Golf Club, Florence, AZ",297
"Poston Butte Golf Club, Florence, AZ",298
"Mountain View Golf Course, Fort Huachuca, AZ",299
"Huukan Golf Club, Fort Mohave, AZ",300
"Los Lagos Golf Club, Fort Mohave, AZ",301
"Desert Canyon Golf Club, Fountain Hills, AZ",302
"Eagle Mountain Golf Club, Fountain Hills, AZ",303
"FireRock Country Club, Fountain Hills, AZ",304
"SunRidge Canyon Golf Club, Fountain Hills, AZ",305
"Greenfield Lakes Golf Course, Gilbert, AZ",306
"Kokopelli Golf Course, Gilbert, AZ",307
"Seville Golf & Country Club, Gilbert, AZ",308
"Trilogy Golf Club at Power Ranch, Gilbert, AZ",309
"Western Skies Golf Club, Gilbert, AZ",310
"Adobe Dam Family Golf Center, Glendale, AZ",311
"Arrowhead Country Club, Glendale, AZ",312
"Bellair Golf Club, Glendale, AZ",313
"Desert Mirage Golf Course, Glendale, AZ",314
"Legend at Arrowhead, The, Glendale, AZ",315
"The 500 Club, Glendale, AZ",316
"The 500 Club - Futures Course, Glendale, AZ",317
"Apache Stronghold Golf Course, Globe, AZ",318
"Cobre Valle Country Club, Globe, AZ",319
"Dinosaur Mountain at Gold Canyon Golf Resort, Gold Canyon, AZ",320
"Gold Canyon RV & Golf Resort, Gold Canyon, AZ",321
"Mountain Brook Golf Club, Gold Canyon, AZ",322
"Sidewinder at Gold Canyon Golf Resort, Gold Canyon, AZ",323
"Eagle's Nest Country Club at Pebble Creek Resort, Goodyear, AZ",324
"Golf Club of Estrella, Goodyear, AZ",325
"Palm Valley Golf Club - Lakes Course, Goodyear, AZ",326
"Palm Valley Golf Club - Palms Course, Goodyear, AZ",327
"Tres Rios Golf Course at Estrella Mountain Park, Goodyear, AZ",328
"Tuscany Falls at PebbleCreek - East Course, Goodyear, AZ",329
"Tuscany Falls at PebbleCreek - West Course, Goodyear, AZ",330
"Canoa Hills Golf Course, Green Valley, AZ",331
"Canoa Ranch Golf Club, Green Valley, AZ",332
"Country Club of Green Valley, Green Valley, AZ",333
"Desert Hills Golf Club, Green Valley, AZ",334
"Haven at Haven Public Golf Club, Green Valley, AZ",335
"Quail Creek Golf Club - Coyote/Road Runner Course, Green Valley, AZ",336
"Quail Creek Golf Club - Quail/Coyote Course, Green Valley, AZ",337
"Quail Creek Golf Club - Road Runner/Quail Course, Green Valley, AZ",338
"San Ignacio Golf Club, Green Valley, AZ",339
"Torres Blancas Golf Club, Green Valley, AZ",340
"Tortuga at Haven Public Golf Club, Green Valley, AZ",341
"Hayden Golf Club, Hayden, AZ",342
"Hidden Cove Golf Course, Holbrook, AZ",343
"Kearny Golf Club, Kearny, AZ",344
"Cerbat Cliffs Golf Course, Kingman, AZ",345
"Valle Vista Country Club, Kingman, AZ",346
"Bridgewater Links Golf Course, Lake Havasu City, AZ",347
"Havasu Island Golf Course, Lake Havasu City, AZ",348
"Lake Havasu Golf Club - East Course, Lake Havasu City, AZ",349
"Lake Havasu Golf Club - West Course, Lake Havasu City, AZ",350
"The Refuge Golf Club, Lake Havasu City, AZ",351
"BC Ranch Golf Club, Lake Montezuma, AZ",352
"Aguila Golf Course, Laveen, AZ",353
"Aguila Nine Golf Course, Laveen, AZ",354
"Southern Ridge Golf Club, Laveen, AZ",355
"Falcon Golf Club, Litchfield Park, AZ",356
"Wigwam Resort - Blue Course, Litchfield Park, AZ",357
"Wigwam Resort - Gold Course, Litchfield Park, AZ",358
"Wigwam Resort - Red Course, Litchfield Park, AZ",359
"Palms Golf Club, Littlefield, AZ",360
"Gallery Golf Club - North Golf Course, Marana, AZ",361
"Gallery Golf Club - South Golf Course, Marana, AZ",362
"Highlands at Dove Mountain, Marana, AZ",363
"The Golf Club at Dove Mountain - Saguaro/Tortolita, Marana, AZ",364
"The Golf Club at Dove Mountain - Tortolita/Wild Burro, Marana, AZ",365
"The Golf Club at Dove Mountain - Wild Burro/Saguaro, Marana, AZ",366
"Ak-Chin Southern Dunes Golf Club, Maricopa, AZ",367
"The Duke at Rancho El Dorado, Maricopa, AZ",368
"Alta Mesa Country Club, Mesa, AZ",369
"Apache Wells Country Club, Mesa, AZ",370
"Arizona Golf Resort, Mesa, AZ",371
"Augusta Ranch Golf Club, Mesa, AZ",372
"Championship at Viewpoint Golf Resort, Mesa, AZ",373
"Desert Sands Golf Course, Mesa, AZ",374
"Dobson Ranch Golf Course, Mesa, AZ",375
"Fountain of the Sun Country Club, Mesa, AZ",376
"Four Peaks Course at Sunland Springs Village, Mesa, AZ",377
"Freedom Golf Course, Mesa, AZ",378
"Las Sendas Golf Club, Mesa, AZ",379
"Leisure World Golf - Coyote Run Course, Mesa, AZ",380
"Leisure World Golf - Heron Lakes Course, Mesa, AZ",381
"Longbow Golf Club, Mesa, AZ",382
"Mesa Country Club, Mesa, AZ",383
"Nine Hole Executive at Viewpoint Golf Resort, Mesa, AZ",384
"Painted Mountain Golf Club, Mesa, AZ",385
"Red Mountain Ranch Country Club, Mesa, AZ",386
"Royal Palms Golf Course, Mesa, AZ",387
"San Tan Course at Sunland Springs Village, Mesa, AZ",388
"Sunland Village East Golf Course, Mesa, AZ",389
"Sunland Village Golf Course, Mesa, AZ",390
"Superstition Course at Sunland Springs Village, Mesa, AZ",391
"Superstition Springs Golf Club, Mesa, AZ",392
"Toka Sticks Golf Club, Mesa, AZ",393
"El Rio Golf Club, Mohave Valley, AZ",394
"Willow Springs Golf Course, Mohave Valley, AZ",395
"Pinewood Country Club, Munds Park, AZ",396
"Kino Springs Golf Course, Nogales, AZ",397
"SaddleBrooke Ranch Golf Club, Oracle, AZ",398
"The Views Golf Club at Oro Valley, Oro Valley, AZ",399
"Pine Meadow Country Club Estates, Overgaard, AZ",400
"Lake Powell National Golf Course, Page, AZ",401
"Paradise Valley Country Club, Paradise Valley, AZ",402
"Stonecreek Golf Club, Phoenix, AZ",403
"Emerald Canyon Golf Course, Parker, AZ",404
"Havasu Springs Resort, Parker, AZ",405
"Payson Golf Course, Payson, AZ",406
"The Golf Club at Chaparral Pines, Payson, AZ",407
"The Rim Golf Club, Payson, AZ",408
"Blackstone Country Club, Peoria, AZ",409
"Peoria Pines Golf Club, Peoria, AZ",410
"Quintero Golf Club, Peoria, AZ",411
"Trilogy Golf Club at Vistancia, Peoria, AZ",412
"Westbrook Village Golf Club - Lakes Course, Peoria, AZ",413
"Westbrook Village Golf Club - Vistas Course, Peoria, AZ",414
"Ahwatukee Country Club, Phoenix, AZ",415
"Arizona Biltmore Golf Club - Adobe Course, Phoenix, AZ",416
"Arizona Biltmore Golf Club - Links Course, Phoenix, AZ",417
"Arizona Grand Resort, Phoenix, AZ",418
"Cave Creek Golf Course, Phoenix, AZ",419
"Championship at Moon Valley Country Club, Phoenix, AZ",420
"Encanto Golf Course, Phoenix, AZ",421
"Encanto Nine Golf Course, Phoenix, AZ",422
"Faldo at Wildfire Golf Club at Desert Ridge Resort, Phoenix, AZ",423
"Foothills Golf Club, Phoenix, AZ",424
"Grand Canyon University Golf Course, Phoenix, AZ",425
"Lookout Mountain Golf Club, Phoenix, AZ",426
"Moon Walk at Moon Valley Country Club, Phoenix, AZ",427
"Palmer Course at Wildfire Golf Club at Desert Ridge, Phoenix, AZ",428
"Palo Verde Golf Course, Phoenix, AZ",429
"Papago Golf Course, Phoenix, AZ",430
"Paradise Peak West, Phoenix, AZ",431
"Paradise Valley Golf Course, Phoenix, AZ",432
"Phoenix Country Club, Phoenix, AZ",433
"Raven Golf Club - Phoenix, Phoenix, AZ",434
"The Arizona Country Club, Phoenix, AZ",435
"The First Tee of Phoenix, Phoenix, AZ",436
"The Legacy Golf Club, Phoenix, AZ",437
"Pinetop Country Club, Pinetop, AZ",438
"Pinetop Lakes Golf & Country Club, Pinetop, AZ",439
"White Mountain Country Club, Pinetop, AZ",440
"Capital Canyon Club, Prescott, AZ",441
"North at Antelope Hills Golf Course, Prescott, AZ",442
"South at Antelope Hills Golf Course, Prescott, AZ",443
"StoneRidge Golf Course, Prescott Valley, AZ",444
"Talking Rock Golf Club, Prescott, AZ",445
"The Club at Prescott Lakes, Prescott, AZ",446
"Apache Sun Golf Club, Queen Creek, AZ",447
"Las Colinas Golf Club, Queen Creek, AZ",448
"The Golf Club at Johnson Ranch, Queen Creek, AZ",449
"Queen Valley Golf Course, Queen Valley, AZ",450
"Peaks at Tonto Verde Golf Club, Rio Verde, AZ",451
"Quail Run at Rio Verde Country Club, Rio Verde, AZ",452
"Ranch at Tonto Verde Golf Club, Rio Verde, AZ",453
"Verde River Golf & Social Club, Rio Verde, AZ",454
"White Wing at Rio Verde Country Club, Rio Verde, AZ",455
"Mt. Graham Golf Course, Safford, AZ",456
"San Manuel Golf Club, San Manuel, AZ",457
"Encanterra Country Club, San Tan Valley, AZ",458
"The Links Golf Club At Queen Creek, San Tan Valley, AZ",459
"Acacia/Mesquite at Kierland Golf Club, Scottsdale, AZ",460
"Ancala Country Club, Scottsdale, AZ",461
"Apache Course at Desert Mountain Golf Club, Scottsdale, AZ",462
"Arroyo/Lakes at Gainey Ranch Golf Club, Scottsdale, AZ",463
"Camelback Golf Club - Ambiente Course, Scottsdale, AZ",464
"Camelback Golf Club - Padre Course, Scottsdale, AZ",465
"Chiricahua Course at Desert Mountain Golf Club, Scottsdale, AZ",466
"Cholla Course at We-Ko-Pa Golf Club, Fort McDowell, AZ",467
"Cochise Course at Desert Mountain Golf Club, Scottsdale, AZ",468
"Continental Golf Course, Scottsdale, AZ",469
"Coronado Golf Course, Scottsdale, AZ",470
"Desert Highlands Golf Club, Scottsdale, AZ",471
"Dunes/Arroyo at Gainey Ranch Golf Club, Scottsdale, AZ",472
"Geronimo Course at Desert Mountain Golf Club, Scottsdale, AZ",473
"Ironwood/Acacia at Kierland Golf Club, Scottsdale, AZ",474
"Lakes/Dunes at Gainey Ranch Golf Club, Scottsdale, AZ",475
"Legend Trail Golf Club, Scottsdale, AZ",476
"McDowell Mountain Golf Club, Scottsdale, AZ",477
"Mesquite/Ironwood at Kierland Golf Club, Scottsdale, AZ",478
"Mirabel Golf Club, Scottsdale, AZ",479
"Monument at Troon North Golf Club, Scottsdale, AZ",480
"Monument Express at Troon North Golf Club, Scottsdale, AZ",481
"Mountain Shadows Golf Course, Paradise Valley, AZ",482
"No. 7 at Desert Mountain Golf Club, Scottsdale, AZ",483
"Orange Tree Golf & Conference Resort, Scottsdale, AZ",484
"Outlaw Course at Desert Mountain Golf Club, Scottsdale, AZ",485
"Palm at McCormick Ranch Golf Club, Scottsdale, AZ",486
"Pine at McCormick Ranch Golf Club, Scottsdale, AZ",487
"Pinnacle at Troon North Golf Club, Scottsdale, AZ",488
"Pinnacle Peak Country Club, Scottsdale, AZ",489
"Raptor at Grayhawk Golf Club, Scottsdale, AZ",490
"Renegade Course at Desert Mountain Golf Club, Scottsdale, AZ",491
"Saguaro Course at We-Ko-Pa Golf Club, Fort McDowell, AZ",492
"Scottsdale National Golf Club, Scottsdale, AZ",493
"Scottsdale National Golf Club - The Bad Little Nine, Scottsdale, AZ",494
"Scottsdale National Golf Club - The Other Course, Scottsdale, AZ",495
"Scottsdale Shadows Golf Club, Scottsdale, AZ",496
"Scottsdale Silverado Golf Club, Scottsdale, AZ",497
"Scottsdale Silverado Golf Club - Silver Pony Course, Scottsdale, AZ",498
"Starfire Golf Club - The King Course, Scottsdale, AZ",499
"Starfire Golf Club - The Mulligan 9, Scottsdale, AZ",500
"Talking Stick Golf Club - O'odham Course, Scottsdale, AZ",501
"Talking Stick Golf Club - Piipaash Course, Scottsdale, AZ",502
"Talon at Grayhawk Golf Club, Scottsdale, AZ",503
"Terravita Golf Club, Scottsdale, AZ",504
"The Country Club at DC Ranch, Scottsdale, AZ",505
"The Estancia Club, Scottsdale, AZ",506
"The Phoenician Golf Club, Scottsdale, AZ",507
"The Silverleaf Golf Club, Scottsdale, AZ",508
"TPC Scottsdale - The Champions Course, Scottsdale, AZ",509
"TPC Scottsdale - The Stadium Course, Scottsdale, AZ",510
"Troon Country Club, Scottsdale, AZ",511
"Whisper Rock Golf Club - Lower Course, Scottsdale, AZ",512
"Whisper Rock Golf Club - Upper Course, Scottsdale, AZ",513
"Bison Golf Club, Show Low, AZ",514
"Juniper Ridge R.V. Resort, Show Low, AZ",515
"Silver Creek Golf Club, Show Low, AZ",516
"Torreon Golf Club - Cabin Course, Show Low, AZ",517
"Torreon Golf Club - Tower Course, Show Low, AZ",518
"Pueblo del Sol Golf & Country Club, Sierra Vista, AZ",519
"Snowflake Municipal Golf Course - 18-Hole Course, Snowflake, AZ",520
"Snowflake Municipal Golf Course - 9-Hole Course, Snowflake, AZ",521
"Cocopah Rio Colorado Golf Course, Somerton, AZ",522
"North Golf Course at Sun City, Sun City, AZ",523
